Compound,Negative,Neutral,Positive,Tweet_Ago,Tweet_DateTime,Tweet_Text,User
0.5584,0.093,0.694,0.213,88,Sat Jun 09 05:59:03 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.5868,0.115,0.615,0.271,89,Sat Jun 09 05:30:04 +0000 2018,"@jayreimers @FoxNews @JudgeJeanine @JusticeOIG These folks are very lazy on @FOX, they play their greatest hit song… https://t.co/kpaOLJH34D",@Fox
0.5584,0.093,0.694,0.213,90,Sat Jun 09 05:12:14 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.0,0.0,1.0,0.0,91,Sat Jun 09 05:05:52 +0000 2018,"RT @fox: There are some exceptional engineers with plenty of public contributions. But, there are also numerous developers with little to n…",@Fox
-0.4084,0.126,0.874,0.0,92,Sat Jun 09 04:53:49 +0000 2018,@IWillRedPillU @wnpcat @MSNBC @nbc @CNN @fox @ABC @CBS We are basically at the point of PURE PROPAGANDA now.  This… https://t.co/BjfgVFW4FC,@Fox
0.5584,0.093,0.694,0.213,93,Sat Jun 09 04:50:42 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.5584,0.093,0.694,0.213,94,Sat Jun 09 04:48:14 +0000 2018,"RT @IWillRedPillU: It seems VERY strange many of these cases are HUGE news, even the Department of Justice reports on their website that a…",@Fox
0.4767,0.0,0.86,0.14,95,Sat Jun 09 04:46:03 +0000 2018,"@fox ""Gamifying burnout"" is probably the clearest picture of something I've heard someone paint all week. Cheers for that 🍻😃",@Fox
0.6124,0.164,0.537,0.299,96,Sat Jun 09 04:35:31 +0000 2018,"RT @fox: Github profile is excellent for validating problems with work-life balance and confirming that OS favours men with no commitments,…",@Fox
0.0,0.0,1.0,0.0,97,Sat Jun 09 03:46:12 +0000 2018,@Libclown @courvoiserking @Al_Gorelioni @marvin_hill123 @DoeHategop @billcrowley3rd @Birdseye1 @Whichsideareuon… https://t.co/B1KQTRiSYc,@Fox
0.0,0.0,1.0,0.0,98,Sat Jun 09 03:43:39 +0000 2018,@fox news @tmz #SaveTheShadowWorld,@Fox
0.7263,0.0,0.724,0.276,99,Sat Jun 09 02:48:46 +0000 2018,@ofctimallen We are geeked to get to watch new shows.! Thanks @Fox renewing  @LastManStanding  and thanks @cmt… https://t.co/ZkAG4ewglI,@Fox
-0.296,0.128,0.872,0.0,0,Sat Jun 09 21:58:07 +0000 2018,Trump Says U.S. Will No Longer Be ‘Piggy Bank That Everybody’s Robbing’ https://t.co/5xeiCALhkV | via @NewYorkTimes https://t.co/bIc3k6ste3,@NewYorkTimes
0.7739,0.0,0.748,0.252,1,Sat Jun 09 13:58:08 +0000 2018,"You won’t see this on @cnn or in the @NewYorkTimes 
TRUMP APPROVAL RATING Better than Obama and Reagan at Same Poin… https://t.co/VXeIRuQqPb",@NewYorkTimes
0.0,0.0,1.0,0.0,2,Sat Jun 09 12:51:37 +0000 2018,"RT @EmilineSmith: How a Chinese Manuscript Written 2,300 Years Ago Ended Up in Washington (surprise - it was looted from China) - https://t…",@NewYorkTimes
0.0,0.0,1.0,0.0,3,Sat Jun 09 12:39:46 +0000 2018,"RT @EmilineSmith: How a Chinese Manuscript Written 2,300 Years Ago Ended Up in Washington (surprise - it was looted from China) - https://t…",@NewYorkTimes
0.0,0.0,1.0,0.0,4,Sat Jun 09 12:26:42 +0000 2018,"How a Chinese Manuscript Written 2,300 Years Ago Ended Up in Washington (surprise - it was looted from China) -… https://t.co/5m8dBy4jqp",@NewYorkTimes
0.0,0.0,1.0,0.0,5,Sat Jun 09 09:57:03 +0000 2018,N.B.A. Finals: How the Warriors Swept the Cavs for a Third Title in Four Years https://t.co/MfSUUxqO1R | via… https://t.co/mc5WgNxC0C,@NewYorkTimes
0.0,0.0,1.0,0.0,6,Sat Jun 09 02:08:31 +0000 2018,RT @flyhighmax: Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
0.0,0.0,1.0,0.0,7,Fri Jun 08 21:56:05 +0000 2018,The Age of the #MSNBC Mom https://t.co/Dx3lSoeLe7 | via @NewYorkTimes https://t.co/kwdIAeiMCe,@NewYorkTimes
-0.4939,0.167,0.833,0.0,8,Fri Jun 08 15:55:13 +0000 2018,RT @Vero_Deus_Vult: .@NewYorkTimes used sex spy reporter #AliWatkins to steal confidential secrets from Trump administration officials.  ht…,@NewYorkTimes
0.0,0.0,1.0,0.0,9,Fri Jun 08 09:54:06 +0000 2018,The Left Side of Steve Kerr’s Brain https://t.co/E2kCj9t8x2 | via @NewYorkTimes https://t.co/CxupmTXkGu,@NewYorkTimes
0.0,0.0,1.0,0.0,10,Fri Jun 08 09:29:29 +0000 2018,#nysdoccs #nysdocs #nyscopba @nycgov @JewishJournal @JTAnews @jewishsf @JewishVoice @dailynews @nypost… https://t.co/jMJidHkiUu,@NewYorkTimes
0.2023,0.0,0.921,0.079,11,Fri Jun 08 07:58:04 +0000 2018,RT @DenysJan: For those who really think  the gig economy is already important labour market issue read the article in @newyorktimes yester…,@NewYorkTimes
-0.4939,0.186,0.814,0.0,12,Fri Jun 08 05:17:17 +0000 2018,.@NewYorkTimes used sex spy reporter #AliWatkins to steal confidential secrets from Trump administration officials.… https://t.co/ajaCcgMI5F,@NewYorkTimes
-0.5106,0.148,0.852,0.0,13,Fri Jun 08 03:11:05 +0000 2018,"RT @LeaveNoTraceMov: #LeaveNoTrace is 100% on Rotten Tomatoes.

Manohla Dargis of the @NewYorkTimes raves it’s “a deeply affecting story ab…",@NewYorkTimes
0.682,0.119,0.613,0.268,14,Fri Jun 08 02:15:58 +0000 2018,We are so insanely honoured to be mentioned (and shown in clip) amongst such GREAT classic horror films and the upc… https://t.co/CNfS7MYiTS,@NewYorkTimes
0.0772,0.0,0.947,0.053,15,Fri Jun 08 02:04:12 +0000 2018,@MSNBC They may want to talk with Rosen and Cheryl Atkinson. Now that the shoe is on the other foot is @msmbc still… https://t.co/l7vJgs3e7s,@NewYorkTimes
0.0,0.0,1.0,0.0,16,Thu Jun 07 21:51:50 +0000 2018,‘It’s Horrendous’: The Heartache of a Migrant Boy Taken From His Father https://t.co/cGoaz4gpBA | via @NewYorkTimes https://t.co/jNQZS2aRTb,@NewYorkTimes
0.0,0.0,1.0,0.0,17,Thu Jun 07 21:50:27 +0000 2018,"RT @FreshAirFund: Transforming lives… one summer at a time! ☀️ Check out our incredible insert in the @newyorktimes tomorrow, featuring the…",@NewYorkTimes
0.0,0.0,1.0,0.0,18,Thu Jun 07 21:39:11 +0000 2018,"RT @FreshAirFund: Transforming lives… one summer at a time! ☀️ Check out our incredible insert in the @newyorktimes tomorrow, featuring the…",@NewYorkTimes
0.0,0.0,1.0,0.0,19,Thu Jun 07 20:51:15 +0000 2018,"RT @FreshAirFund: Transforming lives… one summer at a time! ☀️ Check out our incredible insert in the @newyorktimes tomorrow, featuring the…",@NewYorkTimes
-0.5106,0.163,0.837,0.0,20,Thu Jun 07 19:38:55 +0000 2018,"#LeaveNoTrace is 100% on Rotten Tomatoes.

Manohla Dargis of the @NewYorkTimes raves it’s “a deeply affecting story… https://t.co/FLVRhU1dFf",@NewYorkTimes
0.0,0.0,1.0,0.0,21,Thu Jun 07 18:11:33 +0000 2018,@no_2_fascism @CNN @FoxNews @newyorktimes It happens all the time. You are literally saying LGBTQ pulled that from… https://t.co/Dw9igRfC6u,@NewYorkTimes
-0.5727,0.217,0.783,0.0,22,Thu Jun 07 18:09:08 +0000 2018,@no_2_fascism @CNN @FoxNews @newyorktimes I’m not supporting any governments or religions that forbid or excecute LGBTQ people. Get real.,@NewYorkTimes
0.0,0.0,1.0,0.0,23,Thu Jun 07 18:08:54 +0000 2018,A Public Art Campaign Will Commission Political Billboards Across the Country https://t.co/Rsak1meDZE @kickstarter on the @newyorktimes!,@NewYorkTimes
0.3612,0.0,0.865,0.135,24,Thu Jun 07 18:08:44 +0000 2018,@GarfIsGod @CNN @FoxNews @newyorktimes Looks like lgbtqnation pulled that off Breitbart. This stuff DOES NOT happen… https://t.co/FQUqR4cExa,@NewYorkTimes
-0.3744,0.217,0.637,0.146,25,Thu Jun 07 18:07:51 +0000 2018,"@no_2_fascism @CNN @FoxNews @newyorktimes Palestine is actually pretty moderate, most don’t get killed. Just monito… https://t.co/KBAr127SNo",@NewYorkTimes
-0.8765,0.323,0.677,0.0,26,Thu Jun 07 18:06:10 +0000 2018,"@no_2_fascism @CNN @FoxNews Of course not, but this is Mahmoud Ishtiwi. Who was killed by Hamas for being accused o… https://t.co/IsWZUisbr5",@NewYorkTimes
0.0,0.0,1.0,0.0,27,Thu Jun 07 16:45:09 +0000 2018,"Deep in the desert, Iran is quietly advancing its missile technology
#Iran #missledefense
Via @NewYorkTimes
https://t.co/FtWfYfz70g",@NewYorkTimes
-0.0516,0.144,0.72,0.136,28,Thu Jun 07 15:30:49 +0000 2018,"RT @Nancy_Landry: Louisiana is leading the way in #hazing reform. The #MaxGruverAct, our bill strengthening criminal penalties, mentioned i…",@NewYorkTimes
-0.296,0.121,0.879,0.0,29,Thu Jun 07 09:50:07 +0000 2018,"No, Mr. Trump, #Canada Did Not Burn Down the White House in the #Warof1812 https://t.co/4HNPTb0EoV | via… https://t.co/yO2TMGQ6np",@NewYorkTimes
0.0,0.0,1.0,0.0,30,Thu Jun 07 04:34:31 +0000 2018,RT @flyhighmax: Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
-0.4215,0.113,0.887,0.0,31,Thu Jun 07 03:57:23 +0000 2018,RT @GreenAmerica: Did you see last week's @newyorktimes article about whether US recyclables are all going to waste because of a new law in…,@NewYorkTimes
0.0,0.0,1.0,0.0,32,Wed Jun 06 23:28:20 +0000 2018,RT @flyhighmax: Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
-0.802,0.298,0.702,0.0,33,Wed Jun 06 23:13:10 +0000 2018,@BBCWorld its sad to watch ppl fleeing crisis and dictatorship perish in the middle of the sea.. @cnn @newyorktimes,@NewYorkTimes
0.0,0.0,1.0,0.0,34,Wed Jun 06 22:07:53 +0000 2018,RT @flyhighmax: Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
0.4939,0.0,0.789,0.211,35,Wed Jun 06 21:48:52 +0000 2018,Philly Doesn’t Care What Trump Says About the Eagles https://t.co/ze2ALCVw6V | via @NewYorkTimes https://t.co/cS8wYweY3X,@NewYorkTimes
0.0,0.0,1.0,0.0,36,Wed Jun 06 19:39:21 +0000 2018,RT @flyhighmax: Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
0.4404,0.0,0.838,0.162,37,Wed Jun 06 18:58:54 +0000 2018,@kevinroose read your @newyorktimes article on #electricscooters. Do you think they are better than dockless bikes?,@NewYorkTimes
0.0,0.0,1.0,0.0,38,Wed Jun 06 15:30:39 +0000 2018,"There is real momentum to eliminating plastic straws, followed directly by all single-use plastic. The event indust… https://t.co/XV7XkX8dnQ",@NewYorkTimes
0.0,0.0,1.0,0.0,39,Wed Jun 06 14:44:59 +0000 2018,Colleges and State Laws Are Tamping Down on Fraternities https://t.co/1bQZANU0CR @newyorktimes #flyhighmax #stopthehazing,@NewYorkTimes
0.3612,0.0,0.667,0.333,40,Wed Jun 06 14:26:49 +0000 2018,"Thank you @newyorktimes 
#MAGA
#TrumpTrain https://t.co/RR8OA3stxV",@NewYorkTimes
0.1779,0.0,0.866,0.134,41,Wed Jun 06 09:46:52 +0000 2018,Fixes: A Growing Drive to Get Homelessness to Zero https://t.co/HWQ7Yycfq0 | via @NewYorkTimes https://t.co/AytksL6kPn,@NewYorkTimes
-0.5106,0.191,0.809,0.0,42,Wed Jun 06 04:44:07 +0000 2018,@colbertlateshow @NewYorkTimes is a newspaper going extinct written by idiot liberal Democrats...    and that's whe… https://t.co/fPwXebUJwN,@NewYorkTimes
-0.4215,0.113,0.887,0.0,43,Tue Jun 05 23:25:50 +0000 2018,RT @GreenAmerica: Did you see last week's @newyorktimes article about whether US recyclables are all going to waste because of a new law in…,@NewYorkTimes
-0.1531,0.103,0.897,0.0,44,Tue Jun 05 21:44:52 +0000 2018,"Miss America Ends Swimsuit Competition, Aiming to Evolve in ‘This Cultural Revolution’ https://t.co/fLxPNezYbY | vi… https://t.co/BaAXg3J6q5",@NewYorkTimes
-0.4215,0.113,0.887,0.0,45,Tue Jun 05 21:27:12 +0000 2018,RT @GreenAmerica: Did you see last week's @newyorktimes article about whether US recyclables are all going to waste because of a new law in…,@NewYorkTimes
0.4019,0.0,0.748,0.252,46,Tue Jun 05 20:28:36 +0000 2018,@FEMARegion6 At the Winstar casino?  That’s interesting. @washingtonpost @newyorktimes,@NewYorkTimes
0.0,0.0,1.0,0.0,47,Tue Jun 05 15:01:15 +0000 2018,"With the M.T.A train delays at their highest, the @newyorktimes explains how two decisions pushed the #subway syste… https://t.co/sup28G47rE",@NewYorkTimes
-0.25,0.105,0.895,0.0,48,Tue Jun 05 13:34:56 +0000 2018,"@PittsburghPG after months of debate, we cancelled our subscription due to the conservative evolution of the editor… https://t.co/SysVG83m8r",@NewYorkTimes
-0.34,0.179,0.821,0.0,49,Tue Jun 05 09:41:24 +0000 2018,Mueller Accuses Paul Manafort of Attempted Witness Tampering https://t.co/XfUjKjru1y | via @NewYorkTimes https://t.co/uWcbcoVWsC,@NewYorkTimes
0.0,0.0,1.0,0.0,50,Tue Jun 05 03:43:11 +0000 2018,RT @marycjoyce2: Sarah Sanders Slaps Paul Krugman For ‘Great Recession’ Prediction Under Trump - https://t.co/osRsG9BpcZ WITH EVEN DEAL WIT…,@NewYorkTimes
-0.1779,0.078,0.922,0.0,51,Mon Jun 04 23:58:52 +0000 2018,"Secret Trump Memo Reveals Falsehood, and Shows Dilemma

It seems that yet another denial by Trump &amp; the White House… https://t.co/BuHcwO810C",@NewYorkTimes
0.0,0.0,1.0,0.0,52,Mon Jun 04 22:42:23 +0000 2018,RT @marycjoyce2: Sarah Sanders Slaps Paul Krugman For ‘Great Recession’ Prediction Under Trump - https://t.co/osRsG9BpcZ WITH EVEN DEAL WIT…,@NewYorkTimes
0.4019,0.0,0.816,0.184,53,Mon Jun 04 21:39:58 +0000 2018,Trump Says Appointment of Special Counsel Is ‘Totally Unconstitutional’ https://t.co/DxSxbwgIvu | via @NewYorkTimes https://t.co/n5oR4gIEiA,@NewYorkTimes
0.0,0.0,1.0,0.0,54,Mon Jun 04 16:11:38 +0000 2018,"@marycjoyce2 @newyorktimes I had a parrot, and used to line the bird cage with the Los Angeles Times.Once, Times Mi… https://t.co/GahQvUzWKO",@NewYorkTimes
0.4404,0.0,0.805,0.195,55,Mon Jun 04 12:29:30 +0000 2018,Wellness travel is going way beyond spa services and outfitted gyms @newyorktimes https://t.co/PVmT6svxJB,@NewYorkTimes
-0.34,0.194,0.806,0.0,56,Mon Jun 04 09:37:59 +0000 2018,How I Accidentally Made My Mom a Bollywood Star https://t.co/iEwZBdqQT1 | via @NewYorkTimes https://t.co/Bqw52WncQZ,@NewYorkTimes
-0.765,0.337,0.663,0.0,57,Sun Jun 03 21:36:00 +0000 2018,Fatal Shootings of Psychiatrist and Paralegals Linked as Police Investigate Third Attack https://t.co/EclfTkUJH9 |… https://t.co/lJbg18n0BX,@NewYorkTimes
0.0,0.0,1.0,0.0,58,Sun Jun 03 21:24:51 +0000 2018,RT @EubieBee: An article published by the @newyorktimes describes how Mt. Vernon (UB's home neighborhood in midtown Baltimore) has been rev…,@NewYorkTimes
-0.7456,0.25,0.75,0.0,59,Sun Jun 03 21:07:17 +0000 2018,@GeorgeTakei LA FLOOD 1927 @krvsmedia  BET DELIBERATE ACT DOMESTIC TERRORISM RE BRITISH SAUDI ORCHESTRATED STOCK MA… https://t.co/n7RApninY1,@NewYorkTimes
-0.34,0.156,0.844,0.0,60,Sun Jun 03 14:19:36 +0000 2018,"Trump’s Lawyers, in Confidential Memo, Argue to Head Off a Historic Subpoena https://t.co/wmalVHm99C @newyorktimes… https://t.co/rSpcfFAC0f",@NewYorkTimes
0.0,0.0,1.0,0.0,61,Sun Jun 03 13:08:36 +0000 2018,RT @EubieBee: An article published by the @newyorktimes describes how Mt. Vernon (UB's home neighborhood in midtown Baltimore) has been rev…,@NewYorkTimes
0.3182,0.0,0.874,0.126,62,Sun Jun 03 13:08:14 +0000 2018,"Big #budget or small, cool city to explore. A $1,000 Day in #Berlin for $100 https://t.co/Mtj573z7SC #budgettravel… https://t.co/V2IVhWP3IF",@NewYorkTimes
0.4404,0.0,0.791,0.209,63,Sun Jun 03 09:33:01 +0000 2018,Op-Ed Columnist: Obama – Just Too Good for Us https://t.co/7HmRpL9vGR | via @NewYorkTimes https://t.co/751yQsmDR5,@NewYorkTimes
0.8849,0.0,0.647,0.353,64,Sun Jun 03 02:22:00 +0000 2018,"RT @ShirlsAdams: @DearAuntCrabby YES, that article is from a blog source but this is confirmed by .@NewYorkTimes too!  Good luck to the NYA…",@NewYorkTimes
0.0,0.0,1.0,0.0,65,Sat Jun 02 22:12:50 +0000 2018,@newyorktimes.com https://t.co/tuXlamZuIf,@NewYorkTimes
-0.5106,0.202,0.798,0.0,66,Sat Jun 02 21:40:02 +0000 2018,@sunshine2cats @JamesKosur @foxandfriends @realDonaldTrump Plus they are quoting the failing @NewYorkTimes - make u… https://t.co/cAhqAI8AWa,@NewYorkTimes
-0.5267,0.314,0.539,0.147,67,Sat Jun 02 21:32:03 +0000 2018,A Woman Dedicated to Saving Lives Loses Hers in Gaza Violence https://t.co/I97isYrCtw | via @NewYorkTimes https://t.co/9UOHI3CPWR,@NewYorkTimes
0.5106,0.0,0.837,0.163,68,Sat Jun 02 21:31:41 +0000 2018,Should we trust Wikipedia? @fuzheado says “Maybe”.  But journalists always need to doublecheck sources &amp; bring a sk… https://t.co/YrPFk8AqQu,@NewYorkTimes
0.0,0.0,1.0,0.0,69,Sat Jun 02 16:46:19 +0000 2018,It's a close call but Pruitt would seem to be the most corrupt pit viper in the current Administration swap. Anothe… https://t.co/FIxe9BwE8S,@NewYorkTimes
0.0,0.0,1.0,0.0,70,Sat Jun 02 15:42:55 +0000 2018,@Manekagandhibjp @PMOIndia @LawComIndia @BBCWorld @TheEconomist @nytimesworld @UKTimes1 @hrw @amnestyusa… https://t.co/4ED5XNNFRW,@NewYorkTimes
0.0,0.0,1.0,0.0,71,Sat Jun 02 09:30:03 +0000 2018,"A Year After Trump’s Paris Pullout, U.S. Companies Are Driving a Renewables Boom https://t.co/z7IOSNHJK1 | via… https://t.co/MT4aG0Ln4c",@NewYorkTimes
0.0,0.0,1.0,0.0,72,Sat Jun 02 01:30:24 +0000 2018,"@ABC, @CBS, @CNN, @FOXTV, @MSNBC, @NBC, @NEWYORKTIMES,
  @PBS, @USATODAY, @WASHINGTONPOST THIS IS WHAT THE U.S. IS… https://t.co/6KCAujIHos",@NewYorkTimes
-0.6027,0.256,0.635,0.109,73,Sat Jun 02 01:27:44 +0000 2018,SHARE WIDELY/FREQUENTLY:  U.S. IS FUNDING WEAPONS TO THE SAUDIS! TELL YOUR LEGISLATORS TO STOP THIS &amp; GET BLOOD OFF… https://t.co/GMLRwjfrCS,@NewYorkTimes
0.0,0.0,1.0,0.0,74,Fri Jun 01 21:28:04 +0000 2018,New Milestones in Jobs Report Signal a Bustling Economy https://t.co/dWCpCwilyO | via @NewYorkTimes https://t.co/fyHflgCZZy,@NewYorkTimes
0.0,0.0,1.0,0.0,75,Fri Jun 01 20:17:40 +0000 2018,"30 years since this June 1988 @NewYorkTimes piece featuring James Hansen, Michael Oppenheimer, and other climate sc… https://t.co/uOwqYucQT0",@NewYorkTimes
0.0,0.0,1.0,0.0,76,Fri Jun 01 17:12:30 +0000 2018,@NewYorkTimes GHS #Trump Breaks Protocol With Jobs Report Tweet Before Data Is Released https://t.co/opd4YRmI5o IF… https://t.co/Ua7rVhISQY,@NewYorkTimes
-0.3885,0.126,0.818,0.056,77,Fri Jun 01 16:29:44 +0000 2018,"RT @scapelliti: To @meslackman &amp; @rcallimachi:

The @newyorktimes is not a branch of the US government.

It had NO authority to translate,…",@NewYorkTimes
-0.6124,0.19,0.81,0.0,78,Fri Jun 01 15:10:52 +0000 2018,"@newyorktimes New york times ""radical racist authoritarian ideology "" tell us how you really feel. This isnt report… https://t.co/H9FEEwtaT1",@NewYorkTimes
0.0258,0.101,0.791,0.108,79,Fri Jun 01 14:49:09 +0000 2018,@NewYorkTimes reports @Starbucks’ racial bias training left employees feeling “uncomfortable” and “enlightened.”… https://t.co/IeuABQmXIq,@NewYorkTimes
-0.8402,0.317,0.633,0.05,80,Fri Jun 01 13:54:25 +0000 2018,"RT @GPN14: If President Trump is a racist white supremacist, why is unemployment for black Americans at the lowest level in history. That d…",@NewYorkTimes
0.0,0.0,1.0,0.0,81,Fri Jun 01 12:11:07 +0000 2018,"#RoccoCasalino
scrivi sul cv che hai fatto gavetta al @NewYorkTimes 🤣 (a cosa siamo ridotti...)",@NewYorkTimes
-0.4824,0.142,0.858,0.0,82,Fri Jun 01 11:01:10 +0000 2018,@RealJack The @NewYorkTimes actually went to the nearest Indian Casino looking for the FIRE CHIEF to get a crowd co… https://t.co/ygZdGAfMDM,@NewYorkTimes
0.6369,0.0,0.741,0.259,83,Fri Jun 01 09:25:05 +0000 2018,N.B.A. Finals: Warriors Survive Superman’s Best Punch in Game 1 https://t.co/YTW7ROq3Jk | via @NewYorkTimes https://t.co/3WAT5Mz0jb,@NewYorkTimes
0.7087,0.0,0.781,0.219,84,Fri Jun 01 01:28:28 +0000 2018,"RT @HBProudIndian: Madam, @Manekagandhibjp please again close your eyes as till now also you have not seen male suicide. Opening ur eyes wi…",@NewYorkTimes
0.6249,0.0,0.773,0.227,85,Fri Jun 01 00:51:57 +0000 2018,Great article on dry German Rieslings by @EricAsimov  in the @newyorktimes.  #wine #riesling #germanwine https://t.co/42mJpdgM8C,@NewYorkTimes
0.0,0.0,1.0,0.0,86,Fri Jun 01 00:43:42 +0000 2018,"RT @WilliamDNewton: 🇺🇸 and again the 🇺🇸@NewYorkTimes lie about our Presidents #r of people at last nights rally..
They printed a 1,000 when…",@NewYorkTimes
-0.4912,0.347,0.653,0.0,87,Fri Jun 01 00:43:39 +0000 2018,@WilliamDNewton @newyorktimes I saw where they lied!! Asses,@NewYorkTimes
0.0,0.0,1.0,0.0,88,Fri Jun 01 00:24:45 +0000 2018,"@ABC, @CBS, @CNN,  @FOXTV, @MSNBC, @NBC, @NEWYORKTIMES, @PBS, @USATODAY, @WASHINGTONPOST - U.S. IS FUNDING WEAPONS… https://t.co/e4B3pjTzFa",@NewYorkTimes
-0.6027,0.256,0.635,0.109,89,Fri Jun 01 00:23:27 +0000 2018,SHARE WIDELY/FREQUENTLY:  U.S. IS FUNDING WEAPONS TO THE SAUDIS! TELL YOUR LEGISLATORS TO STOP THIS &amp; GET BLOOD OFF… https://t.co/XMe3iXo6Fk,@NewYorkTimes
0.0,0.0,1.0,0.0,90,Thu May 31 23:00:53 +0000 2018,RT @Couchsurfing: Oh the places you'll go! Check out this travel starter kit with 52 places to go this year at @NewYorkTimes: https://t.co/…,@NewYorkTimes
-0.5423,0.257,0.743,0.0,91,Thu May 31 21:21:53 +0000 2018,"White House to Impose Metal Tariffs on Key U.S. Allies, Risking Retaliation https://t.co/3YstMDtpBx | via… https://t.co/TK9jJfp6rl",@NewYorkTimes
0.8442,0.0,0.664,0.336,92,Thu May 31 17:56:59 +0000 2018,Congratulations to the @LastWeekTonight team for 10 weeks on the @newyorktimes best sellers list. Still going stron… https://t.co/jBtsUvB9A0,@NewYorkTimes
0.0,0.0,1.0,0.0,93,Thu May 31 13:04:42 +0000 2018,@narendramodi @rsprasad @UNinIndia @HRC @amnestyusa @TheEconomist @slatenews @newyorktimes @UKTimes1… https://t.co/bF74QFVfJg,@NewYorkTimes
0.7087,0.0,0.781,0.219,94,Thu May 31 09:24:32 +0000 2018,"RT @HBProudIndian: Madam, @Manekagandhibjp please again close your eyes as till now also you have not seen male suicide. Opening ur eyes wi…",@NewYorkTimes
-0.8338,0.376,0.624,0.0,95,Thu May 31 09:20:17 +0000 2018,"Trump Responds to Fury Over ‘Roseanne,’ but Not Her Racist Remarks https://t.co/Imlh1QBGzx | via @NewYorkTimes https://t.co/1A3BJ79jb2",@NewYorkTimes
-0.5267,0.185,0.815,0.0,96,Thu May 31 03:26:57 +0000 2018,"Oh, I  think the @newyorktimes gets you. They figured you were a lying  con man years ago.#TrumpLiesMatter https://t.co/l2hglw1xwj",@NewYorkTimes
